1,0.000658958
2,0.00123975
3,0.00424979
4,0.00735692
5,0.0209212
6,0.021825
7,0.0421998
8,0.0951184
9,0.286659
10,0.59903
11,1.96354
12,4.51985
13,11.4884
14,28.3525
15,72.1177
16,192.558
