1,0.000768125
2,0.00142613
3,0.00486529
4,0.00934358
5,0.0225324
6,0.0245245
7,0.0825388
8,0.10801
9,0.387815
10,0.715172
11,1.55326
12,3.85126
13,11.7714
14,25.1304
15,55.3796
16,158.857
