1,0.00061475
2,0.0012505
3,0.00450896
4,0.00943483
5,0.0199427
6,0.0292595
7,0.0722684
8,0.154681
9,0.502472
10,1.1904
11,3.34729
12,7.73733
13,22.7386
14,49.222
15,156.357
16,335.469
